id;cardType;language;label;description;link;actorType;networkGain;memoryGain;cpuGain;storageGain;difficulty
75;75kg;pt;Reduzir o volume de dados armazenados ao estritamente necessário;"Para limitar o impacto ambiental do armazenamento de dados e otimizar o desempenho da pesquisa, é necessário reduzir ao máximo o volume armazenado.
Para tal:
- Armazenar apenas dados úteis para a aplicação e não ceder à tentação de armazenar tudo ""caso seja útil""
- Refletir sobre o ciclo de vida dos dados: se possível, implementar processos de arquivamento/purga.
- Otimizar a gestão de grandes volumes de dados.
- Supervisionar o tamanho dos espaços de armazenamento.";;Proprietário do Produto;0;0;0;1;2
75;75kg;de;Das gespeicherte Datenvolumen auf das unbedingt Notwendige reduzieren;"Um die Umweltauswirkungen der Datenspeicherung zu begrenzen und die Suchleistung zu optimieren, ist es notwendig, das gespeicherte Volumen so weit wie möglich zu reduzieren.
Dazu:
- Nur für die Anwendung nützliche Daten speichern und nicht der Versuchung nachgeben, alles zu speichern, ""nur für den Fall, dass es nützlich sein könnte""
- Über den Lebenszyklus der Daten nachdenken: Wenn möglich, Archivierungs-/Bereinigungsprozesse implementieren.
- Die Verwaltung großer Datenmengen optimieren.
- Die Größe der Speicherplätze überwachen.";;Produktverantwortlicher;0;0;0;1;2
77;75kg;fr;N'utilisez que les portions indispensables des  librairies JavaScript et frameworks CSS;"Il est fréquent que les dépendances externes ajoutées à un projet offrent bien plus de fonctionnalités que ce dont le projet a réellement besoin.
Afin de diminuer la taille du bundle de l'application, il est nécessaire de cibler les librairies et frameworks offrant une architecture modulaire permettant de n'inclure dans l'application que les modules qui sont réellement utilisés.
Au niveau du code cela nécessite d'être rigoureux sur sa gestion des imports mais un bundler tel que webpack permet de visualiser les modules 0 utilisés.";;Architecte;1;1;1;1;2
77;75kg;es;Utiliza solo las partes indispensable de las bibliotecas JavaScript y frameworks CSS;"Es común que las dependencias externas añadidas a un proyecto ofrezcan muchas más funcionalidades de las que el proyecto realmente necesita.
Para disminuir el tamaño del bundle de la aplicación, es necesario apuntar a bibliotecas y frameworks que ofrezcan una arquitectura modular que permita incluir en la aplicación solo los módulos que realmente se utilizan.
A nivel de código, esto requiere ser riguroso en la gestión de importaciones, pero un bundler como webpack permite visualizar los módulos no utilizados.";;Arquitecto;1;1;1;1;2
77;75kg;pt;Utilize apenas as partes indispensáveis das bibliotecas JavaScript e frameworks CSS;"É frequente que as dependências externas adicionadas a um projeto ofereçam muito mais funcionalidades do que o projeto realmente necessita.
Para diminuir o tamanho do bundle da aplicação, é necessário visar bibliotecas e frameworks que ofereçam uma arquitetura modular, permitindo incluir na aplicação apenas os módulos que são realmente utilizados.
A nível de código, isto requer rigor na gestão das importações, mas um bundler como o webpack permite visualizar os módulos não utilizados.";;Arquiteto;1;1;1;1;2
77;75kg;de;Nur die unverzichtbaren Teile von JavaScript-Bibliotheken und CSS-Frameworks verwenden;"Es kommt häufig vor, dass externe Abhängigkeiten, die einem Projekt hinzugefügt werden, weitaus mehr Funktionen bieten, als das Projekt tatsächlich benötigt.
Um die Größe des Anwendungs-Bundles zu verringern, ist es notwendig, Bibliotheken und Frameworks mit modularer Architecteur anzuvisieren, die es ermöglichen, nur die tatsächlich verwendeten Module in die Anwendung einzubinden.
Auf Code-Ebene erfordert dies eine strenge Verwaltung der Importe, aber ein Bundler wie Webpack ermöglicht die Visualisierung nicht verwendeter Module.";;Architekt;1;1;1;1;2
79;75kg;fr;Choisir un langage et un runtime adaptés & efficients;"Il n'y a pas de bon ou de mauvais langage mais chacun a ses domaines d'utilisation privilégiés.
Pour garantir des performances élevées et être énergétiquement efficient, il faut faire le bon choix au démarrage du projet. Une étude a montré que des langages sont plus efficients (C, Rust, C++...) et d'autres très consommateurs (Python, Ruby, Perl...) mais ce n'est pas le seul critère à prendre en compte.
Par exemple, javascript, par son moteur d'exécution monothread est un bon candidat pour réaliser des traitements simples et interrompus par des entrées/sorties. En revanche il sera mauvais pour des calculs longs ou massivement parallèles.";;Architecte;1;1;1;0;2
79;75kg;es;Elegir un lenguaje y un runtime adaptados y eficientes;"No hay lenguajes buenos o malos, pero cada uno tiene sus áreas de uso preferidas.
Para garantizar un alto rendimiento y ser energéticamente eficiente, es necesario hacer la elección correcta al inicio del proyecto. Un estudio ha demostrado que algunos lenguajes son más eficientes (C, Rust, C++...) y otros muy consumidores (Python, Ruby, Perl...), pero este no es el único criterio a considerar.
Por ejemplo, JavaScript, con su motor de ejecución monohilo, es un buen candidato para realizar procesamientos simples interrumpidos por entradas/salidas. Sin embargo, será malo para cálculos largos o masivamente paralelos.";;Arquitecto;1;1;1;0;2
79;75kg;pt;Escolher uma linguagem e um runtime adaptados e eficientes;"Não existe linguagem boa ou má, mas cada uma tem os seus domínios de utilização preferidos.
Para garantir um elevado desempenho e ser energeticamente eficiente, é preciso fazer a escolha certa no início do projeto. Um estudo mostrou que algumas linguagens são mais eficientes (C, Rust, C++...) e outras muito consumidoras (Python, Ruby, Perl...), mas este não é o único critério a ter em conta.
Por exemplo, o javascript, pelo seu motor de execução monothread, é um bom candidato para realizar processamentos simples interrompidos por entradas/saídas. Por outro lado, será mau para cálculos longos ou massivamente paralelos.";;Arquiteto;1;1;1;0;2
79;75kg;de;Eine geeignete und effiziente Sprache und Laufzeitumgebung wählen;"Es gibt keine guten oder schlechten Sprachen, aber jede hat ihre bevorzugten Anwendungsbereiche.
Um hohe Leistung zu garantieren und energieeffizient zu sein, muss zu Projektbeginn die richtige Wahl getroffen werden. Eine Studie hat gezeigt, dass einige Sprachen effizienter sind (C, Rust, C++...) und andere sehr verbrauchsintensiv (Python, Ruby, Perl...), aber das ist nicht das einzige Kriterium, das berücksichtigt werden muss.
Zum Beispiel ist JavaScript aufgrund seiner Single-Threaded-Ausführungsengine ein guter Kandidat für einfache, durch Ein-/Ausgaben unterbrochene Verarbeitungen. Es eignet sich jedoch schlecht für lange oder massiv parallele Berechnungen.";;Architekt;1;1;1;0;2
81;75kg;fr;Utiliser des techniques de base de données pour limiter le nombre de requêtes;"Des techniques permetient de limiter le nombre de requêtes faites aux bases de données et limiter la bande passante réseau et le CPU utilisés:
- Effectuer les insertions et mises à jour sous forme de batch (bulk).
- Augmenter le paramètre row fetch size, le nombre d'enregistrement retrouvés à la fois par JDBC lors des requêtes SQL.
- Utiliser des bind variables pour diminuer le risque d'injection SQL, améliorer la performance des requêtes de 20 à 30% avec un plan d'exécution précalculé.
- Utiliser des requêtes SQL ensemblistes plutôt que multiplier les petites requêtes SQL.";;Développeur;1;1;1;1;2
81;75kg;es;Utilizar técnicas de base de datos para limitar el número de consultas;"Existen técnicas para limitar el número de consultas a las bases de datos y limitar el ancho de banda de red y la CPU utilizada:
- Realizar inserciones y actualizaciones en lote (bulk).
- Aumentar el parámetro row fetch size, el número de registros recuperados a la vez por JDBC durante las consultas SQL.
- Utilizar variables de enlace (bind variables) para disminuir el riesgo de inyección SQL, mejorar el rendimiento de las consultas en un 20-30% con un plan de ejecución precalculado.
- Utilizar consultas SQL basadas en conjuntos en lugar de multiplicar las pequeñas consultas SQL.";;Desarrollador;1;1;1;1;2
81;75kg;pt;Usar técnicas de base de dados para limitar o número de requisições;"Técnicas permitem limitar o número de requisições feitas às bases de dados e limitar a largura de banda da rede e a CPU utilizadas:
- Efetuar inserções e atualizações em lote (bulk).
- Aumentar o parâmetro row fetch size, o número de registos recuperados de uma vez pelo JDBC durante as requisições SQL.
- Utilizar bind variables para diminuir o risco de injeção de SQL, melhorar o desempenho das requisições em 20 a 30% com um plano de execução pré-calculado.
- Utilizar requisições SQL de conjunto em vez de multiplicar as pequenas requisições SQL.";;Desenvolvedor;1;1;1;1;2
81;75kg;de;Datenbanktechniken zur Begrenzung der Abfrageanzahl verwenden;"Techniken ermöglichen es, die Anzahl der Datenbankabfragen zu begrenzen und die Netzwerkbandbreite sowie die CPU-Auslastung zu reduzieren:
- Einfügungen und Aktualisierungen als Batch (Bulk) durchführen.
- Den Parameter 'row fetch size' erhöhen, d. h. die Anzahl der Datensätze, die von JDBC bei SQL-Abfragen auf einmal abgerufen werden.
- Bind-Variablen verwenden, um das Risiko von SQL-Injection zu verringern und die Abfrageleistung um 20-30% durch einen vorberechneten Ausführungsplan zu verbessern.
- Mengenbasierte SQL-Abfragen verwenden, anstatt viele kleine SQL-Abfragen auszuführen.";;Entwickler;1;1;1;1;2
83;75kg;fr;Limiter le volume de données échangées;"Lors d'échange de données entre 2 modules applicatifs, quel que soit le format utilisé, il est important de ne faire transiter que les données nécessaires au traitement en optimisant leur taille.
Typiquement dans le cas d'objets sérialisés en JSON, les objets ne doivent contenir que les propriétés utiles, le nom des propriétés doit être concis et les valeurs enumérées doivent être représentées sous forme de code.
Atiention cependant à conserver des formats humainement compréhensibles pour que la maintenance reste possible.";;Développeur;1;0;0;1;1
83;75kg;es;Limitar el volumen de datos intercambiados;"Al intercambiar datos entre 2 módulos de aplicación, independientemente del formato utilizado, es importante transmitir solo los datos necesarios para el procesamiento, optimizando su tamaño.
Típicamente, en el caso de objetos serializados en JSON, los objetos solo deben contener las propiedades útiles, el nombre de las propiedades debe ser conciso y los valores enumerados deben representarse como códigos.
Sin embargo, ten cuidado de mantener formatos comprensibles para los humanos para que el mantenimiento siga siendo posible.";;Desarrollador;1;0;0;1;1
83;75kg;pt;Limitar o volume de dados trocados;"Na troca de dados entre 2 módulos de aplicação, qualquer que seja o formato utilizado, é importante transitar apenas os dados necessários para o processamento, otimizando o seu tamanho.
Tipicamente, no caso de objetos serializados em JSON, os objetos devem conter apenas as propriedades úteis, o nome das propriedades deve ser conciso e os valores enumerados devem ser representados sob forma de código.
Atenção, no entanto, para conservar formatos humanamente compreensíveis para que a manutenção continue a ser possível.";;Desenvolvedor;1;0;0;1;1
83;75kg;de;Das ausgetauschte Datenvolumen begrenzen;"Beim Datenaustausch zwischen 2 Anwendungsmodulen, unabhängig vom verwendeten Format, ist es wichtig, nur die für die Verarbeitung notwendigen Daten zu übertragen und deren Größe zu optimieren.
Typischerweise sollten im Falle von JSON-serialisierten Objekten die Objekte nur die nützlichen Eigenschaften enthalten, der Name der Eigenschaften sollte prägnant sein und aufgezählte Werte sollten als Code dargestellt werden.
Achten Sie jedoch darauf, menschenlesbare Formate beizubehalten, damit die Wartung möglich bleibt.";;Entwickler;1;0;0;1;1
85;75kg;fr;Préférer l'event driven au polling;"Dans les applications client/serveur temps réel, il faut éviter que le rafraichissement des données soit à l'initiative du client via un mécanisme  de polling à fréquence régulière.
En effet il est difficile de trouver une juste fréquence de polling ce qui induit soit un manque de réactivité soit une surcharge du serveur et du réseau.
Il est donc préférable que ce soit le serveur qui notifie l'arrivée d'un évènement aux clients qui s'y sont abonné afin que ceux-ci ne lancent leur procédure de rafraichissement que lorsque cela est nécessaire. Les technologies envisageables sont les WebSockets et SSE (Server-Sent Events).";;Architecte;1;1;1;0;3
85;75kg;es;Preferir el event driven al polling;"En aplicaciones cliente/servidor en tiempo real, se debe evitar que la actualización de datos sea iniciada por el cliente mediante un mecanismo de polling a frecuencia regular.
De hecho, es difícil encontrar una frecuencia de polling adecuada, lo que conduce a una falta de reactividad o a una sobrecarga del servidor y la red.
Por lo tanto, es preferible que sea el servidor quien notifique la llegada de un evento a los clientes suscritos para que estos solo inicien su procedimiento de actualización cuando sea necesario. Las tecnologías posibles son WebSockets y SSE (Server-Sent Events).";;Arquitecto;1;1;1;0;3
85;75kg;pt;Preferir event driven a polling;"Em aplicações cliente/servidor em tempo real, deve-se evitar que a atualização dos dados seja por iniciativa do cliente através de um mecanismo de polling a frequência regular.
De facto, é difícil encontrar uma frequência de polling justa, o que induz ou falta de reatividade ou sobrecarga do servidor e da rede.
É, portanto, preferível que seja o servidor a notificar a chegada de um evento aos clientes que se subscreveram, para que estes apenas iniciem o seu procedimento de atualização quando necessário. As tecnologias possíveis são os WebSockets e SSE (Server-Sent Events).";;Arquiteto;1;1;1;0;3
85;75kg;de;Event-Driven gegenüber Polling bevorzugen;"In Echtzeit-Client/Server-Anwendungen sollte vermieden werden, dass die Datenaktualisierung auf Initiative des Clients durch einen Polling-Mechanismus in regelmäßigen Abständen erfolgt.
Tatsächlich ist es schwierig, eine geeignete Polling-Frequenz zu finden, was entweder zu mangelnder Reaktionsfähigkeit oder zu einer Überlastung von Server und Netzwerk führt.
Es ist daher vorzuziehen, dass der Server die abonnierten Clients über das Eintreffen eines Ereignisses benachrichtigt, damit diese ihren Aktualisierungsvorgang nur bei Bedarf starten. Mögliche Technologien sind WebSockets und SSE (Server-Sent Events).";;Architekt;1;1;1;0;3
87;75kg;fr;Privilégier le batch et les traitements asynchrones au stream processing;"Le traitement de flux de données de forte volumétrie en temps réel apporte de véritables gains sur l'immédiateté des résultats obtenus et sur les usages associés.
Cependant, contrairement aux traitements par lots en batches, les données sont traitées de façon unitaire ou par petits paquets. Il n'est donc pas possible d'optimiser les traitements via des approches ensemblistes et il est donc nécessaire de déployer plus de ressources pour effectuer les mêmes traitements.
Il faudra privilégier une approche par batch avec une fréquence d'exécution adaptée au besoin.";;Responsable Produit;0;1;1;0;2
87;75kg;es;Privilegiar el batch y los procesamientos asíncronos sobre el stream processing;"El procesamiento de flujos de datos de gran volumen en tiempo real aporta verdaderos beneficios en la inmediatez de los resultados obtenidos y en los usos asociados.
Sin embargo, a diferencia del procesamiento por lotes (batches), los datos se procesan de forma unitaria o en pequeños paquetes. Por lo tanto, no es posible optimizar los procesamientos mediante enfoques basados en conjuntos, y es necesario desplegar más recursos para realizar los mismos procesamientos.
Se deberá privilegiar un enfoque por lotes con una frecuencia de ejecución adaptada a la necesidad.";;Propietario del Producto;0;1;1;0;2
87;75kg;pt;Privilegiar o batch e os processamentos assíncronos em detrimento do stream processing;"O processamento de fluxos de dados de grande volume em tempo real traz ganhos reais na imediatidade dos resultados obtidos e nos usos associados.
No entanto, ao contrário dos processamentos em lotes (batches), os dados são processados de forma unitária ou em pequenos pacotes. Não é, portanto, possível otimizar os processamentos através de abordagens de conjunto, sendo necessário mobilizar mais recursos para efetuar os mesmos processamentos.
Deverá ser privilegiada uma abordagem por batch com uma frequência de execução adaptada à necessidade.";;Proprietário do Produto;0;1;1;0;2
87;75kg;de;Batch- und asynchrone Verarbeitungen gegenüber Stream-Processing bevorzugen;"Die Echtzeitverarbeitung von hochvolumigen Datenströmen bringt echte Vorteile hinsichtlich der Unmittelbarkeit der Ergebnisse und der damit verbundenen Nutzungsmöglichkeiten.
Im Gegensatz zur Stapelverarbeitung (Batches) werden Daten jedoch einzeln oder in kleinen Paketen verarbeitet. Es ist daher nicht möglich, die Verarbeitungen durch mengenbasierte Ansätze zu optimieren, und es müssen mehr Ressourcen eingesetzt werden, um dieselben Verarbeitungen durchzuführen.
Ein Batch-Ansatz mit einer an den Bedarf angepassten Ausführungshäufigkeit sollte bevorzugt werden.";;Produktverantwortlicher;0;1;1;0;2
89;75kg;fr;Proposer un traitement asynchrone lorsque c'est possible;"Pour un traitement lourd et long, privilégiez un traitement asynchrone pour lequel l’utilisateur recevra une notification lorsqu’il est terminé (ex un lien dans un e-mail) plutôt qu’un traitement synchrone qui nécessite une attente sur serveur. Cela permet de libérer des ressources qui attendent du côté du serveur front.
Du côté du serveur back les traitements pourront être regroupés en batch plutôt que d’être fait à la volée pour chaque demande de façon synchrone. La charge du traitement pourra être optimisée et lissée permettant une meilleure mutualisation des serveurs (et donc moins de serveurs).";;Architecte;1;1;1;0;3
89;75kg;es;Proponer un procesamiento asíncrono cuando sea posible;"Para un procesamiento pesado y largo, prioriza un procesamiento asíncrono para el cual el usuario recibirá una notificación cuando esté terminado (ej. un enlace en un correo electrónico) en lugar de un procesamiento síncrono que requiere espera en el servidor. Esto permite liberar recursos que esperan en el lado del servidor front-end.
En el lado del servidor back-end, los procesamientos podrán agruparse en lotes en lugar de hacerse sobre la marcha para cada solicitud de forma síncrona. La carga del procesamiento podrá optimizarse y suavizarse, permitiendo una mejor mutualización de los servidores (y, por lo tanto, menos servidores).";;Arquitecto;1;1;1;0;3
89;75kg;pt;Propor um processamento assíncrono sempre que possível;"Para um processamento pesado e longo, privilegie um processamento assíncrono para o qual o utilizador receberá uma notificação quando estiver concluído (ex: um link num e-mail) em vez de um processamento síncrono que necessita de espera no servidor. Isso permite libertar recursos que aguardam do lado do servidor front-end.
Do lado do servidor back-end, os processamentos poderão ser agrupados em batch em vez de serem feitos à medida para cada pedido de forma síncrona. A carga do processamento poderá ser otimizada e distribuída, permitindo uma melhor mutualização dos servidores (e, portanto, menos servidores).";;Arquiteto;1;1;1;0;3
89;75kg;de;Wenn möglich, eine asynchrone Verarbeitung anbieten;"Für eine aufwändige und lange Verarbeitung bevorzugen Sie eine asynchrone Verarbeitung, bei der der Benutzer nach Abschluss eine Benachrichtigung erhält (z. B. einen Link in einer E-Mail), anstatt einer synchronen Verarbeitung, die Wartezeiten auf dem Server erfordert. Dies ermöglicht die Freigabe von Ressourcen, die auf der Frontend-Serverseite warten.
Auf der Backend-Serverseite können die Verarbeitungen in Batches zusammengefasst werden, anstatt synchron für jede Anfrage einzeln ausgeführt zu werden. Die Verarbeitungslast kann optimiert und geglättet werden, was eine bessere Bündelung der Server ermöglicht (und somit weniger Server).";;Architekt;1;1;1;0;3
91;75kg;fr;Utiliser des serveurs virtualisés;"La virtualisation est une technologie permetiant de créer et d’exécuter des représentations virtuelles d’un ordinateur sur une machine physique. Le logiciel se charge d'allouer les ressources entre les différents environnements virtuels en fonction de leurs besoins.
Cela permet une économie sur le matériel par mutualisation et une utilisation optimale des ressources (RAM, CPU, disque). Cela réduit la quantité de déchets électroniques et la consommation électrique.
Une machine virtuelle peut accueillir un service de conteneurisation. Il va permettre d'executer de manière isolé plusieurs applications sur le même système d'exploitation.";;Architecte;0;1;1;1;2
91;75kg;es;Utilizar servidores virtualizados;"La virtualización es una tecnología que permite crear y ejecutar representaciones virtuales de un ordenador en una máquina física. El software se encarga de asignar los recursos entre los diferentes entornos virtuales según sus necesidades.
Esto permite un ahorro en hardware mediante la mutualización y un uso óptimo de los recursos (RAM, CPU, disco). Reduce la cantidad de residuos electrónicos y el consumo eléctrico.
Una máquina virtual puede alojar un servicio de contenerización. Permitirá ejecutar de forma aislada varias aplicaciones en el mismo sistema operativo.";;Arquitecto;0;1;1;1;2
91;75kg;pt;Utilizar servidores virtualizados;"A virtualização é uma tecnologia que permite criar e executar representações virtuais de um computador numa máquina física. O software encarrega-se de alocar os recursos entre os diferentes ambientes virtuais em função das suas necessidades.
Isto permite uma economia no hardware por mutualização e uma utilização ótima dos recursos (RAM, CPU, disco). Reduz a quantidade de resíduos eletrónicos e o consumo elétrico.
Uma máquina virtual pode acolher um serviço de contentorização. Ele permitirá executar de forma isolada várias aplicações no mesmo sistema operativo.";;Arquiteto;0;1;1;1;2
91;75kg;de;Virtualisierte Server verwenden;"Virtualisierung ist eine Technologie, die es ermöglicht, virtuelle Darstellungen eines Computers auf einer physischen Maschine zu erstellen und auszuführen. Die Software ist dafür verantwortlich, die Ressourcen entsprechend ihren Bedürfnissen auf die verschiedenen virtuellen Umgebungen zu verteilen.
Dies ermöglicht Hardware-Einsparungen durch Bündelung und eine optimale Nutzung der Ressourcen (RAM, CPU, Festplatte). Es reduziert die Menge an Elektroschrott und den Stromverbrauch.
Eine virtuelle Maschine kann einen Containerisierungsdienst hosten. Dieser ermöglicht die isolierte Ausführung mehrerer Anwendungen auf demselben Betriebssystem.";;Architekt;0;1;1;1;2
93;75kg;fr;Utiliser un CDN;"Un Content Delivery Network permet
de mettre à disposition les dépendances les plus courantes des applications web.
Ils sont répartis géographiquement à travers le monde de façon à être proche des clients quelle que soit leur localisation.
Ainsi dans le cas d'une application worldwide, la récupération des dépendances à travers le CDN le plus proche va permettre d'économiser de longs transits sur le réseau.
Attention cependant car cette stratégie peut devenir contre-productive dans le cas d'une application locale dont le serveur racine est par nature plus proche qu'un CDN hébergé sur internet.";;Architecte;1;0;0;0;2
93;75kg;es;Utilizar un CDN;"Una Content Delivery Network (CDN) permite poner a disposición las dependencias más comunes de las aplicaciones web.
Están distribuidos geográficamente por todo el mundo para estar cerca de los clientes, independientemente de su ubicación.
Así, en el caso de una aplicación mundial, recuperar las dependencias a través del CDN más cercano permitirá ahorrar largos tránsitos en la red.
Sin embargo, ten cuidado, ya que esta estrategia puede ser contraproducente en el caso de una aplicación local cuyo servidor raíz está por naturaleza más cerca que un CDN alojado en internet.";;Arquitecto;1;0;0;0;2
93;75kg;pt;Utilizar um CDN;"Uma Content Delivery Network (CDN) permite disponibilizar as dependências mais comuns das aplicações web.
Eles estão distribuídos geograficamente pelo mundo de forma a estarem próximos dos clientes, independentemente da sua localização.
Assim, no caso de uma aplicação mundial, a recuperação das dependências através do CDN mais próximo permitirá economizar longos trânsitos na rede.
Atenção, no entanto, pois esta estratégia pode tornar-se contraproducente no caso de uma aplicação local cujo servidor raiz está, por natureza, mais próximo do que um CDN hospedado na internet.";;Arquiteto;1;0;0;0;2
93;75kg;de;Ein CDN verwenden;"Ein Content Delivery Network (CDN) ermöglicht die Bereitstellung der gängigsten Abhängigkeiten von Webanwendungen.
Sie sind geografisch über die ganze Welt verteilt, um unabhängig vom Standort nahe bei den Kunden zu sein.
Im Falle einer weltweiten Anwendung ermöglicht das Abrufen von Abhängigkeiten über das nächstgelegene CDN somit die Einsparung langer Übertragungswege im Netzwerk.
Achtung jedoch, da diese Strategie im Falle einer lokalen Anwendung, deren Root-Server naturgemäß näher liegt als ein im Internet gehostetes CDN, kontraproduktiv werden kann.";;Architekt;1;0;0;0;2
95;100kg;fr;Minifier les fichiers CSS, JavaScript, HTML et SVG;"La minification d'une application web permet d'élaguer au maximum le code au moment du packaging en supprimant tout ce qui n'est pas nécessaire à l'exécution. (sauts de ligne, commentaires, nom de fonctions et de variable etc)
Ce processus permet de réduire drastiquement la taille du bundle de l'application et donc d'optimiser son coût (et son temps!) de transfert vers le client.
Il s'agit d'un gain sans effort car il suffit de configurer correctement son bundler.";;Développeur;1;1;0;1;1
95;100kg;es;Minificar los archivos CSS, JavaScript, HTML y SVG;"La minificación de una aplicación web permite podar al máximo el código en el momento del empaquetado, eliminando todo lo que no es necesario para la ejecución (saltos de línea, comentarios, nombres de funciones y variables, etc.).
Este proceso permite reducir drásticamente el tamaño del bundle de la aplicación y, por lo tanto, optimizar su coste (¡y su tiempo!) de transferencia al cliente.
Es una ganancia sin esfuerzo, ya que basta con configurar correctamente su bundler.";;Desarrollador;1;1;0;1;1
95;100kg;pt;Minificar os ficheiros CSS, JavaScript, HTML e SVG;"A minificação de uma aplicação web permite eliminar ao máximo o código no momento do empacotamento, removendo tudo o que não é necessário para a execução (quebras de linha, comentários, nomes de funções e variáveis, etc.).
Este processo permite reduzir drasticamente o tamanho do bundle da aplicação e, portanto, otimizar o seu custo (e o seu tempo!) de transferência para o cliente.
Trata-se de um ganho sem esforço, pois basta configurar corretamente o seu bundler.";;Desenvolvedor;1;1;0;1;1
95;100kg;de;CSS-, JavaScript-, HTML- und SVG-Dateien minifizieren;"Die Minifizierung einer Webanwendung ermöglicht es, den Code beim Packen maximal zu verschlanken, indem alles entfernt wird, was für die Ausführung nicht notwendig ist (Zeilenumbrüche, Kommentare, Funktions- und Variablennamen usw.).
Dieser Prozess reduziert die Größe des Anwendungs-Bundles drastisch und optimiert somit die Kosten (und Zeit!) für die Übertragung zum Client.
Dies ist ein müheloser Gewinn, da es ausreicht, den Bundler korrekt zu konfigurieren.";;Entwickler;1;1;0;1;1
97;100kg;fr;Mettre en place une architecture élastique;"La charge d'une application n'est pas constante au cours du temps. Il n'est pas nécessaire d'utiliser des infrastructures techniques aussi importantes aux heures creuses qu'aux heures de forte demande. Les environnements de tests et développement peuvent être éteints la nuit et les jours 0 ouvrés. Il est possible de modifier dynamiquement la taille de l'infrastructure en fonction de la charge, par programmation ou par provisionnement dynamique.
CGI dispose d'un outil CO2BOT utile à cet effet. La containerisation Docker permet aussi de créer des images de vos applications qui peuvent être déployées ou arrêtées par un orchestrateur comme Kubernetes.";;Architecte;0;1;1;1;3
97;100kg;es;Implementar una arquitectura elástica;"La carga de una aplicación no es constante a lo largo del tiempo. No es necesario utilizar infraestructuras técnicas tan importantes en horas valle como en horas de alta demanda. Los entornos de prueba y desarrollo pueden apagarse por la noche y en días no laborables. Es posible modificar dinámicamente el tamaño de la infraestructura según la carga, mediante programación o aprovisionamiento dinámico.
CGI dispone de una herramienta CO2BOT útil para este propósito. La contenerización Docker también permite crear imágenes de sus aplicaciones que pueden ser desplegadas o detenidas por un orquestador como Kubernetes.";;Arquitecto;0;1;1;1;3
97;100kg;pt;Implementar uma arquitetura elástica;"A carga de uma aplicação não é constante ao longo do tempo. Não é necessário utilizar infraestruturas técnicas tão importantes nas horas de menor movimento como nas horas de maior procura. Os ambientes de teste e desenvolvimento podem ser desligados à noite e nos dias não úteis. É possível modificar dinamicamente o tamanho da infraestrutura em função da carga, por programação ou por provisionamento dinâmico.
A CGI dispõe de uma ferramenta CO2BOT útil para este efeito. A contentorização Docker permite também criar imagens das suas aplicações que podem ser implementadas ou paradas por um orquestrador como o Kubernetes.";;Arquiteto;0;1;1;1;3
97;100kg;de;Eine elastische Architecteur implementieren;"Die Last einer Anwendung ist nicht konstant über die Zeit. Es ist nicht notwendig, in Nebenzeiten ebenso umfangreiche technische Infrastrukturen zu nutzen wie zu Spitzenlastzeiten. Test- und Entwicklungsumgebungen können nachts und an arbeitsfreien Tagen abgeschaltet werden. Es ist möglich, die Größe der Infrastruktur dynamisch je nach Last anzupassen, entweder programmatisch oder durch dynamische Bereitstellung.
CGI verfügt über ein nützliches CO2BOT-Tool für diesen Zweck. Die Docker-Containerisierung ermöglicht auch die Erstellung von Images Ihrer Anwendungen, die von einem Orchestrator wie Kubernetes bereitgestellt oder gestoppt werden können.";;Architekt;0;1;1;1;3
99;100kg;fr;Adapter la qualité de service et le niveau de disponibilité;La qualité de service et le niveau de disponibilité doivent être déterminés avec les utilisateurs du site web ou du service en ligne. Un haut niveau de disponibilité se traduit par une redondance de toutes les installations physiques pour pallier d'éventuelles pannes. Cela augmente la consommation énergétique, et l’empreinte environnementale est dégradée.;;Architecte;1;1;1;1;1
99;100kg;es;Adaptar la calidad del servicio y el nivel de disponibilidad;La calidad del servicio y el nivel de disponibilidad deben determinarse con los usuarios del sitio web o servicio en línea. Un alto nivel de disponibilidad se traduce en redundancia de todas las instalaciones físicas para hacer frente a posibles fallos. Esto aumenta el consumo energético y degrada la huella ambiental.;;Arquitecto;1;1;1;1;1
99;100kg;pt;Adaptar a qualidade de serviço e o nível de disponibilidade;A qualidade de serviço e o nível de disponibilidade devem ser determinados com os utilizadores do site web ou do serviço online. Um alto nível de disponibilidade traduz-se numa redundância de todas as instalações físicas para lidar com eventuais falhas. Isto aumenta o consumo energético e degrada a pegada ambiental.;;Arquiteto;1;1;1;1;1
99;100kg;de;Dienstqualität und Verfügbarkeitsniveau anpassen;Die Dienstqualität und das Verfügbarkeitsniveau müssen mit den Benutzern der Website oder des Online-Dienstes festgelegt werden. Ein hohes Verfügbarkeitsniveau führt zu einer Redundanz aller physischen Installationen, um mögliche Ausfälle zu kompensieren. Dies erhöht den Energieverbrauch und verschlechtert den ökologischen Fußabdruck.;;Architekt;1;1;1;1;1
101;100kg;fr;Adopter le carbone aware computing;"Le but du carbon aware computing est de planifier les traitements applicatifs sur des plages horaires pendant lesquelles l'électricité est la plus décarbonée.
C'est le cas lors des heures creuses ou lorsque les conditions météo permettent la production d'énergie renouvelable.
Pour obtenir ces informations on peut s'appuyer sur les APIs proposés par les distributeurs d'électricité du pays dans lequel est hébergée l'infrastructure du projet.
De plus il est important d'identifier avec le métier quels sont les traitements pouvant être décalés.";;Architecte;0;0;1;0;2
